id,name,seo_name,has_detailed_info,wines_count
1199,Mavro Messenikola,mavro-messenikola,false,13
1200,Mavroudi Arachovis,mavroudi-arachovis,false,79
1201,Mavrud,mavrud,false,939
1202,Mayolet,mayolet,false,39
1203,Mazzese,mazzese,false,14
1204,Mècle de Bourgoin,mecle-de-bourgoin,false,8
1205,Medna,medna,false,10
1206,Megrabuir,megrabuir,false,12
1207,Melara,melara,false,15
1208,Shiroka Melnishka,shiroka-melnishka,false,57
1209,Mennas,mennas,false,24
1210,Menoir,menoir,false,119
1211,Menu Pineau,menu-pineau,false,107
1212,Mérille,merille,false,43
1213,Merzifon Karasi,merzifon-karasi,false,10
1214,Merzling,merzling,false,43
1215,Meslier Saint-Francois,meslier-saint-francois,false,14
1216,Mézes Fehér,mezet-feher,false,7
1217,Mézy,mezy,false,12
1218,Milgranet,milgranet,false,3
1219,Milia,milia,false,26
1220,Millot-Foch,millot-foch,false,30
1221,Minella Bianca,minella-bianca,false,89
1222,Minutolo,minutolo,false,90
1223,Misket Cherven,misket-cherven,false,47
1224,Misket Varnenski,misket-varnenski,false,35
1225,Misket Vrachanski,misket-vrachanski,false,36
1226,Mladinka,mladinka,false,4
1227,Molette,molette,false,35
1228,Mollard,mollard,false,23
1229,Monarch,monarch,false,51
1230,Monbadon,monbadon,false,13
1231,Mondeuse Blanche,mondeuse-blanche,false,105
1232,Mondeuse Noire,mondeuse-noire,false,714
1233,Monemvassia,monemvassia,false,54
1234,Monerac,monerac,false,9
1235,Monstruosa,monstruosa,false,20
1236,Montils,montils,false,16
1237,Montonico Bianco,montonico-bianco,false,64
1238,Montù,montu,false,19
1239,Monvedro,monvedro,false,68
1240,Moore's Diamond,moores-diamond,false,17
1241,Moradella,moradella,false,27
1242,Morava,morava,false,129
1243,Moravia Agria,moravia-agria,false,54
1244,Morio-Muskat,morio-muskat,false,292
1246,Mornen Noir,mornen-noir,false,7
1247,Morone,morone,false,7
1248,Morrastel Bouschet,morrastel-bouschet,false,67
1249,Moscatello Selvatico,moscatello-selvatico,false,91
1250,Moscato Rosa del Trentino,moscato-rosa-del-trentino,false,179
1251,Moschomavro,moschomavro,false,35
1252,Mostosa,mostosa,false,37
1253,Mouyssagues,mouyssagues,false,14
1254,Mskhali,mskhali,false,17
1255,Mtsvane Kakhuri,mtsvane-kakhuri,false,791
1256,Mujuretuli,mujuretuli,false,167
1257,Muscat Bailey A,muscat-bailey-a,false,982
1258,Muscat of Hamburg,muscat-of-hamburg,false,207
1259,Muskat Moravsky,muskat-moravsky,false,794
1260,Mustoasa de Maderat,mustoasa-de-maderat,false,50
1261,Narince,narince,false,241
1262,Nascetta,nascetta,false,161
1263,Nebbiera,nebbiara,false,9
1264,Nebbiolo Rosé,nebbiolo-rose,false,141
1265,Negramoll,negramoll,false,212
1266,Negrara Veronese,negrara-veronese,false,134
1267,Negret de Banhars,negret-de-banhars,false,9
1268,Negretto,negretto,false,26
1269,Negru de Dragasani,negru-de-dragasani,false,115
1270,Neheleschol,neheleschol,false,6
1271,Neoplanta,neoplanta,false,10
1272,Ner D'Ala,ner-d-ala,false,25
1273,Neret di Saint-Vincent,neret-di-saint-vincent,false,8
1274,Neretta Cuneese,neretta-cuneese,false,13
1275,Neretto di Bairo,neretto-di-bairo,false,15
1276,Neretto Duro,neretto-duro,false,9
1277,Neretto Gentile,neretto-gentile,false,5
1278,Neretto Nostrano,neretto-nostrano,false,8
1279,Nerkarat,nerkarat,false,2
1280,Nerkeni,nerkeni,false,12
1281,Nero Buono di Cori,nero-buono-di-cori,false,60
1282,Nero di Troia,nero-di-troia,false,1038
1283,Neronet,neronet,false,212
1284,New York Muscat,new-york-muscat,false,21
1285,Nieddera,nieddara,false,54
1287,Nigrikiotiko,nigrikiotiko,false,5
1288,Nincusa,nincusa,false,6
1289,Nitranka,nitranka,false,28
1290,Noah,noah,false,17
1291,Noble,noble,false,107
1292,Nobling,nobling,false,36
1293,Nocera,nocera,false,93
1294,Noir Flerurien,noir-fleurien,false,13
1295,Noiret,noiret,false,187
1296,Notardomenico,notardomenico,false,4
1297,Nouvelle,nouvelle,false,88
1298,Novac,novac,false,45
1300,Nigra,nigra,false,11
1301,Noria,noria,false,37
1302,Odessky Cherny,odessky-cherny,false,105
1303,OIeillade Noire,oleillade-noire,false,34
1304,Ofthalmo,ofthalmo,false,22
1305,Ohridsko Crno,ohridsko-crno,false,8
1306,Ojaleshi,ojaleshi,false,103
1307,Öküzgözü,okuzgozu,false,548
1308,Onchette,onchette,false,5
1309,Ondenc,ondenc,false,68
1310,OpsimoEdessis,opsimo-edessis,false,2
1311,Optima,optima,false,77
1312,Orleans Gelb,orleans-gelb,false,17
1313,Osteiner,osteiner,false,7
1314,Österreichisch Weiss,osterrechisch-weiss,false,68
1315,Otskhanuri Sapere,otskhanuri-sapere,false,46
1316,Ovidiopolsky,ovidiopolsky,false,4
1317,Oraniensteiner,oraniensteiner,false,15
1318,Muscat Fleur D'Oranger,muscat-fleur-d-oranger,false,49
1319,Padeiro,padeiro,false,44
1320,Pallagrello Bianco,pallagrello-bianco,false,101
1321,Pallagrello Nero,pallagrello-nero,false,116
1322,Pampanuto,pampanuto,false,42
1323,Panonia,panonia,false,11
1324,Paolina,paolina,false,8
1325,Parkent,parkent,false,9
1326,Pascal Blanc,pascal-blanc,false,17
1327,Pascale,pascale,false,44
1328,Passau,passau,false,12
1329,Pavana,pavana,false,8
1330,Pedral,pedral,false,60
1331,Pardillo,pardillo,false,24
1332,Pedro Giménez,pedro-gimenez,false,89
1333,Pepella,pepella,false,23
1334,Perera,perera,false,65
1335,Perle,perle,false,71
1336,Perricone,perricone,false,267
1337,Perruno,perruno,false,8
1338,Persan,persan,false,80
1339,Pervenets Magaracha,pervenets-magaracha,false,11
1340,Pervomaisky,pervomaisky,false,8
1341,Petite Amie,petite-amie,false,19
1342,Petite Pearl,petite-pearl,false,42
1343,Petra,petra,false,15
1344,Petrokoritho,petrokoritho,false,9
1345,Petrouloanos,petrouloanos,false,5
1346,Phoenix,phoenix,false,73
1347,Piccola Nera,piccola-nera,false,28
1348,Piculit Neri,piculit-neri,false,23
1349,Pineau D'Aunis,pineau-d-aunis,false,420
1350,Pinella,pinella,false,130
1351,Pinotin,pinotin,false,105
1352,Pionnier,pionnier,false,23
1353,Piquepoul Blanc,piquepoul-blanc,false,206
1354,Plant Droit,plant-droit,false,6
1355,Planta Nova,planta-nova,false,18
1356,Plantet,plantet,false,14
1357,Platscher,platscher,false,3
1358,Plassa,plassa,false,4
1359,Platani,platani,false,5
1360,Plavac Zuti,plavac-zuti,false,15
1361,Pignola Valtellinese,pignola-valtellinese,false,35
1362,Pinot Teinturier,pinot-teinturier,false,12
1363,Pinot Noir Précoce,pinot-noir-precoce,false,496
1364,Piquepoul Noir,piquepoul-noir,false,63
1365,Plavina,plavina,false,47
1366,Plechistik,plechistik,false,19
1367,Plyto,plyto,false,42
1368,Temjanika,temjanika,false,228
1369,Podarok Magaracha,podarok-magaracha,false,8
1370,Pollera Nera,pollera-nera,false,37
1371,Portan,portan,false,37
1372,Posip Bijeli,posip-bijeli,false,483
1373,Potamissi,potamissi,false,10
1374,Poulsard,poulsard,false,728
1375,Prairie Star,prairie-star,false,29
1376,Prc,prc,false,18
1377,Précoce de Malingre,precoce-de-malingre,false,18
1378,Prinknadi,prinknadi,false,6
1379,Primetta,primetta,false,37
1380,Prinzipal,prinzipal,false,10
1381,Prior,prior,false,43
1382,Probus,probus,false,24
1383,Prodest,prodest,false,4
1384,Prokupac,prokupac,false,314
1385,Prosecco-Lungo,prosecco-lungo,false,97
1386,Prunesta,prunesta,false,14
1387,Pukhliakovsky,pukhliakovsky,false,3
1388,Pules,pules,false,14
1389,Quagliano,quagliano,false,16
1390,Quebranta,quebranta,false,38
1391,Raboso Veronese,raboso-veronese,false,242
1392,Rac 3209,rac-3209,false,18
1393,Raffiat de Moncade,raffiat-de-moncade,false,19
1394,Ramisco,ramisco,false,101
1395,Ranac Bijeli,ranac-bijeli,false,5
1396,Ranfol,ranfol,false,6
1397,Ranna Melnishka,ranna-melnishka,false,7
1398,Raspirosso,raspirosso,false,6
1399,Rastajola,rastajola,false,6
1400,Ráthay,ráthay,false,25
1401,Räuschling,räuschling,false,185
1402,Ravat Blanc,ravat-blanc,false,20
1403,Rayon D'Or,rayon-d-or,false,11
1404,Reberger,reberger,false,16
1405,Radisson,radisson,false,28
1406,Recantina,recantina,false,13
1407,Refosco di Faedis,refosco-di-faedis,false,27
1408,Regner,regner,false,19
1409,Réselle,reselle,false,9
1410,Retagliado Bianco,retagliado-bianco,false,7
1411,Rèze,reze,false,57
1412,Riesel,riesel,false,149
1413,Rimava,rimava,false,28
1414,Rio Grande,rio-grande,false,10
1415,Rión,rion,false,18
1416,Ripolo,ripolo,false,15
1417,Ritino,ritino,false,11
1418,Rivairenc,ricarenc,false,10
1419,Robola,robola,false,153
1421,Roesler,roesler,false,135
1422,Rokaniaris,rokaniaris,false,7
1423,Rollo,rollo,false,796
1424,Romé,rome,false,22
1425,Romeiko,romeiko,false,26
1426,Romero De Hijar,romero-de-hijar,false,7
1427,Romorantin,romorantin,false,227
1428,Rosé du Var,rose-du-var,false,210
1429,Rose Honey,rose-honey,false,36
1430,Rosetta,rosetta,false,53
1431,Rosette,rosette,false,39
1432,Rossara Trentina,rossara-trentina,false,12
1433,Rossese Bianco,rossese-bianco,false,48
1434,Rossese Bianco Di Monforte,rossese-bianco-di-monforte,false,4
1435,Rossese Bianco di San Biagio,rossese-bianco-di-san-biagio,false,13
1436,Rossese di Campochiesa,rossese-di-campochiesa,false,55
1437,Roussette D'Ayze,roussette-d-ayze,false,89
1438,Rossolino Nero,rossolino-nero,false,12
1439,Rotberger,rotberger,false,41
1440,Rouge de Fully,rouge-de-fully,false,21
1441,Rouge du Pays,rouge-du-pays,false,42
1442,Roussin,roussin,false,59
1443,Rovello Bianco,rovello-bianco,false,3
1444,Royal de Alloza,royal-de-alloza,false,8
1445,Royalty,royalty,false,10
1446,Rubin,rubin,false,354
1447,Rubin Golodrigi,rubin-golodrigi,false,6
1448,Rubin Tairovsky,rubin-tairovsky,false,3
1449,Rubinet,rubinet,false,34
1450,Rubinovy Magaracha,rubinovy-magaracha,false,9
1451,Rubintos,rubintos,false,8
1452,Rudava,rudava,false,19
1453,Ruen,ruen,false,53
1454,Ruggine,ruggine,false,7
1455,Ruzzese,ruzzese,false,9
1456,Ryugan,ryugan,false,26
1457,Sabato,sabato,false,23
1458,Sabrevois,sabrevois,false,61
1459,Sacy,sacy,false,45
1460,Saint-Macaire,saint-macaire,false,18
1461,Salvador,salvador,false,36
1462,San Lunardo,san-lunardo,false,34
1463,San Martino,san-martino,false,31
1464,San Michele,san-michele,false,23
1465,San Pietro,san-pietro,false,17
1466,Sankt Laurent,sankt-laurent,false,1094
1467,Sant'Antonio,sant-antonio,false,12
1468,Santa Maria,santa-maria,false,31
1469,Santa Sofia,santa-sofia,false,9
1470,Saperavi Severny,saperavi-severny,false,158
1471,Saphira,saphira,false,54
1472,Sarba,sarba,false,110
1473,Sary Pandas,sary-pandas,false,65
1474,Schiava Grosso,schiava-grosso,false,26
1475,Schiava Lombarda,schiava-lombarda,false,7
1476,Sciaglin,sciaglin,false,27
1477,Sciascinoso,sciascinoso,false,61
1478,Scimiscia,scimiscia,false,16
1479,Seara Nova,seara-nova,false,43
1480,Sefka,sefka,false,9
1481,Segalin,segalin,false,30
1482,Semidano,semidano,false,59
1483,Sercialinho,sercialinho,false,51
1484,Serina e Zeze,serina-e-zeze,false,10
1485,Servant,servant,false,7
1486,Severny,severny,false,6
1487,Seyval Noir,seyval-noir,false,61
1488,Sgavetta,sgavetta,false,16
1489,Shavkapito,shavkapito,false,45
1490,Shesh i Bardhë,shish-i-bardhe,false,35
1491,Shesh i Zi,shesh-i-zi,false,39
1492,Shevka,shevka,false,30
1494,Shirvanshahy,shirvanshahy,false,17
1495,Sibirkovi,sibirkovi,false,188
1496,Sidalan,sidalan,false,19
1497,Sideritis,sideritis,false,30
1499,Sila,sila,false,45
1500,Sirame,sirame,false,18
1501,Sirmium,sirmium,false,7
1502,Sklava,sklava,false,16
1503,Skopelitiko,skopelitiko,false,11
1504,Skrlet,skrlet,false,70
1505,Skylopnichtis,skylopnichtis,false,13
1506,Slankamenka,slankamenka,false,20
1507,Soldaia,soldaia,false,11
1508,Solnechnodolinksy,solnechnodolinsky,false,19
1509,Soperga,soperga,false,6
1510,Sorbigno,sorbigno,false,10
1511,Spergola,spergola,false,105
1512,Spourtiko,spourtiko,false,16
1513,St Croix,st-croix,false,146
1514,St Vincent,st-vincent,false,64
1515,Stavroto,stavroto,false,58
1516,Storgozia,storgozia,false,7
1517,Sukholimansky Bely,sukholmimansky-bely,false,6
1518,Sultaniye,sultaniye,false,137
1519,Sumoll,sumoll,false,492
1520,Sumoll Blanc,sumoll-blanc,false,36
1521,Suppezza,suppezza,false,12
1522,Suscan,suscan,false,11
1523,Swenson Red,swenson-red,false,19
1524,Swenson White,swenson-white,false,27
1525,Sykiotis,sykiotis,false,11
1526,Syriki,syriki,false,134
1527,Tamurra,tamurra,false,14
1528,Tarrango,tarrango,false,31
1529,Tinta Carvalha,tinta-carvalha,false,59
1530,Tavkveri,tavkveri,false,90
1531,Teca,teca,false,12
1532,Temparia,temparia,false,46
1533,Téoulier Noir,teoulier-noir,false,12
1534,Terbash,terbash,false,13
1535,Termarina Rossa,termarina-rossa,false,12
1536,Terrantez,terrantez,false,173
1537,Terrantez Da Terceira,terrantez-da-tirceira,false,13
1538,Terrantes do Pico,terrantes-do-pico,false,24
1539,Terret,terret,false,447
1540,Theiako Mavro,theiako-mavro,false,10
1541,Thrapsathiri,thrapsathiri,false,74
1542,Tigrani,tigrani,false,10
1543,Tinto Velasco,tinto-velasco,false,34
1544,Tintore Di Tramonti,tinto-di-tramonti,false,37
1545,Torrontés Mendocino,torrontes-mendocino,false,373
1546,Torrontés Riojano,torrontes-riojano,false,287
1547,Torrontés Sanjuanino,torrontes-sanjuanino,false,51
1548,Torysa,torysa,false,13
1549,Tourkopoula,tourkopoula,false,4
1550,Trbljan,trbljan,false,14
1551,Trebbiano D'Abruzzo,trebbiano-d-abruzzo,false,924
1552,Trebbiano Giallo,trebbiano-giallo,false,92
1553,Trebbiano Modenese,trebbiano-modenese,false,29
1554,Trebbiano Romagnolo,trebbiano-romagnolo,false,109
1555,Trebbiano Spoletino,trebbiano-spoletino,false,136
1556,Trebbiano Toscano,trebbiano-toscano,false,789
1557,Tressot,tressot,false,17
1558,Trevisana Nera,trevisana-nera,false,7
1559,Triomphe,triomphe,false,35
1560,Trnjak,trnjak,false,25
1561,Tronto,tronto,false,6
1562,Tsaoussi,tsaoussi,false,23
1563,Tsimladar,tsimladar,false,7
1564,Tsimlyansky Cherny,tsimlyansky-cherny,false,449
1565,Tsitska,tsitska,false,81
1566,Tsolikouri,tsolikouri,false,165
1567,Tsulukidzis Tetra,tsulukidzis-tetra,false,11
1568,Tuo Xian,tuo-xian,false,5
1569,Tyrian,tyrian,false,20
1570,Ucelut,ucelut,false,26
1571,Urla Karasi,urla-karasi,false,17
1572,Usakhelouri,usakhelouri,false,45
1573,Uva Della Cascina,uva-della-cascina,false,11
1574,Uva Longanesi,uva-longanesi,false,29
1575,Uvalino,uvalino,false,24
1576,Uva Tosca,uva-tosca,false,25
1577,Vah,vah,false,29
1578,Valentino Nero,valentino-nero,false,34
1579,Valiant,valiant,false,17
1580,Valvin Muscat,valvin-muscat,false,42
1581,Van Buren,van-buren,false,16
1582,Vandal-Cliche,vandal-cliche,false,39
1583,Vasilaki,vasilaki,false,52
1584,VB 32-7,vb-32-7,false,17
1585,VB 91-26-7,vb-91-26-7,false,12
1586,Vega,vega,false,15
1587,Verdea,verdea,false,91
1588,Verdejo Serrano,verdejo-serrano,false,24
1589,Verdello,verdello,false,338
1590,Verdesse,verdesse,false,35
1591,Verdoncho,verdoncho,false,12
1592,Verduzzo Trevigiano,verduzzo-trevigiano,false,32
1593,Veritas,veritas,false,36
1594,Vermentino Nero,vermentino-nero,false,84
1595,Vernaccia di Oristano,vernaccia-di-oristano,false,66
1596,Vernaccia di San Gimignano,vernaccia-di-san-gimignano,false,416
1597,Versoaln,versoaln,false,10
1598,Vertzami,vertzami,false,35
1599,Vidiano,vidiano,false,186
1600,Vien de Nus,vien-di-nus,false,42
1601,Violento,violento,false,21
1602,Vitovska,vitovska,false,323
1603,Vlachiko,vlachiko,false,36
1604,Vlaska,vlaska,false,12
1605,Vlosh,vlosh,false,16
1606,Volitsa Mavri,volitsa-mavri,false,7
1607,Voskeat,voskeat,false,110
1608,Vugava,vugava,false,41
1609,Vuillermin,vuillermin,false,23
1610,Würzer,wurzer,false,120
1611,Yamabudo,yamabudo,false,78
1612,Yapincak,yapincak,false,29
1613,Yediveren,yediveren,false,6
1614,Zacinak,zacinak,false,16
1615,Zlatarica Vrgorska,zlatarica-vrgorska,false,24
1616,Zakynthino,zakynthino,false,24
1617,Zalagyöngye,zalagyöngye,false,11
1618,Zamarrica,zamarrica,false,13
1619,Zametovka,zametovka,false,16
1620,Zefir,zefir,false,18
1621,Zelen,zelen,false,177
1622,Zengö,zengo,false,28
1623,Zenit,zenit,false,196
1624,Zéta,zeta,false,100
1625,Zeusz,zeusz,false,47
1626,Zghihara de Husi,zghihara-de-husi,false,49
1627,Zupljanka,zupljanka,false,28
1628,Zilavka,zilavka,false,186
1629,Zizak,zizak,false,22
1630,Zlahtina,zlahtina,false,69
1631,Petit Meslier,petit-meslier,false,59
1632,Petit Rouge,petit-rouge,false,278
1633,Grapairiol,grapariol,false,12
1634,Tinta Castanal,tinta-castanal,false,19
1635,Béquignol Noir,bequignol-noir,false,12
1636,Berdomenel,berdomenel,false,6
1637,Besgano Bianco,besgano-bianco,false,8
1638,Bianca,bianca,false,323
1639,Biancolella,biancolella,false,177
1640,Biancone di Portoferraio,biancone-di-portoferraio,false,6
1641,Biancu Gentile,biancu-gentile,false,67
1642,Colobel,colobel,false,17
1643,Drnekusa,drnekusa,false,11
1644,Asprinio Bianco,asprinio-bianco,false,80
1645,Morellino,morellino,false,267
1657,Obaideh,obaideh,false,50
1665,Corinto Nero,corinto-nero,false,57
1666,Trollinger,trollinger,false,961
1667,Raisaine,raisaine,false,34
1668,Baladi,baladi,false,27
1669,Dabouki,dabouki,false,15
1670,Melon de Bourgogne,melon-de-bourgogne,false,1401
1671,Alibernet,alibernet,false,571
1672,Pigato,pigato,false,406
1673,Merwah,merwah,false,37
1674,Rischer Rubin,rischerrubin,false,3
1675,Maturana Tinto,maturana-tinto,false,81
1676,Tinta Molle,tinta-molle,false,3
1677,Sirica,sirica,false,17
1678,Vital,vital,false,251
1680,Tintilla de Rota,tintilia-de-rota,false,128
1681,Alicante Ganzin,alicante-ganzin,false,96
1682,Burgund,burgund,false,427
1683,Cramposie,cramposie,false,50
1684,Cadarca,cadarca,false,90
1685,Plavaie,plavaie,false,20
1686,Riesling Italico,riesling-italico,false,543
1687,Tinta Negra Mole,tinta-negra-mole,false,193
1688,Albarola,albarola,false,178
1689,Malvar,malvar,false,80
1690,Verdanel,verdanel,false,12
1691,Schwarzriesling,schwarzriesling,false,624
1692,Sciacarello,sciacarello,false,497
1693,Tinaktorogos,tinaktorogos,false,5
1694,Lagorthi,lagorthi,false,11
1695,Asproudes,asproudes,false,21
1696,Nera Dei Baisi,nera-dei-baisi,false,4
1697,Glera,glera,false,1319
1698,Vradiano,vradiano,false,13
1699,Mouhtaro,mouhtaro,false,14
1700,Sabbaghieh,sabbaghieh,false,3
1701,Pais,pais,false,113
1702,Mavrokoudoura,mavrokoudoura,false,4
1703,Moschato Spinas,moschato-spinas,false,8
1704,Souvignier Gris,souvignier-gris,false,20
1705,Goldtraminer,goldtraminer,false,1
1706,Chasselas Noir,chasselas-noir,false,4
1707,Blauer Gutedel,blauer-gutedel,false,0
1708,Gutedel,gutedel,false,61
1709,Servanin,servanin,false,1
1710,Garnacha Tintonera,garnacha-tintonera,false,77
1711,Neyret,neyret,false,2
1712,Premetta,premetta,false,1
1713,Johannisberg,johannisberg,false,98
1714,Bruñal,brunal,false,2
1715,Rossese,rossese,false,36
1716,Tinta Cão,tinta-cao,false,171
1717,Roobernet,roobernet,false,1
1718,Cagnulari,cagnulari,false,27
1719,Rolle,rolle,false,257
1720,Prunelard,prunelard,false,16
1721,Famoso,famoso,false,15
1722,Escanyavella,escanyavella,false,7
1723,Lefkada,lefkada,false,9
1724,Yiannoudi,yiannoudi,false,6
1725,Santameriana,santameriana,false,1
1726,Begleri,begleri,false,4
1727,Voudomato,voudomato,false,1
1728,Samtrot,samtrot,false,3
